Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Operadora,Contrato,Campo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
CESAR,AGUACHICA,8.248735219,-73.6227405,POINT (-73.6227405 8.248735219),GRAN TIERRA COLOMBIA INC SUCURSAL,MONO ARAÑA,VMM 2,0,0,0,0,0.098,0.1491,0.1896,0.1788,0.6155,18.465,,
CESAR,AGUACHICA,8.248735219,-73.6227405,POINT (-73.6227405 8.248735219),CARRAO ENERGY S.A. SUCURSAL COLOMBIA,OSO PARDO,SANTA ISABEL,0,0,0,0,0,0.1029,0.3603,0.2605,0.7237,21.711,,
CESAR,AGUACHICA,8.248735219,-73.6227405,POINT (-73.6227405 8.248735219),LEWIS ENERGY COLOMBIA INC,TOPOSI,VMM 1,2.9228,2.9685,2.9083,2.9594,2.9991,3.0605,0,0,17.8186,534.558,,
CESAR,AGUACHICA,8.248735219,-73.6227405,POINT (-73.6227405 8.248735219),WATTLE PETROLEUM COMPANY S.A.S,TOPOSI,VMM 1,0,0,0,0,0,0,3.3109,3.4132,6.7241,201.723,,
CESAR,AGUACHICA,8.248735219,-73.6227405,POINT (-73.6227405 8.248735219),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,TOTUMAL,FORTUNA,0,0,0,0.0004,0,0,0,0,0.0004,0.012,,
CESAR,ASTREA,9.510727925,-73.94214641,POINT (-73.94214641 9.510727925),HOCOL S.A.,ARJONA,CHIMICHAGUA,2.7084,3.3538,3.3339,3.3242,3.2898,3.2492,3.2916,3.4392,25.9901,779.703,,
CESAR,EL PASO,9.683474681,-73.73833778,POINT (-73.73833778 9.683474681),TEXICAN OIL LTD SUCURSAL EN COLOMBIA,COMPAE,MARACAS,0,0,0.0005,0,0,0,0,0,0.0005,0.015,,
CESAR,GAMARRA,8.337726622,-73.70649199,POINT (-73.70649199 8.337726622),LEWIS ENERGY COLOMBIA INC,La Estancia,VMM 1,1.3176,1.341,1.4496,1.4859,1.4628,1.4526,0,0,8.5095,255.285,,
CESAR,GAMARRA,8.337726622,-73.70649199,POINT (-73.70649199 8.337726622),WATTLE PETROLEUM COMPANY S.A.S,La Estancia,VMM 1,0,0,0,0,0,0,1.4452,1.4026,2.8478,85.434,,
CESAR,LA JAGUA IBIRICO,9.52099808,-73.32249338,POINT (-73.32249338 9.52099808),"DRUMMOND ENERGY, INC",CAPORO,LA LOMA,0.7949,0.7924,0.8946,0.9989,1.0449,1.0328,0.9632,0.9856,7.5073,225.219,,
CESAR,RIO DE ORO,8.201070245,-73.48750127,POINT (-73.48750127 8.201070245),"GRAN TIERRA ENERGY COLOMBIA, LLC",CHUIRA,MIDAS,0.0639,0.0606,0.0563,0.0518,0.0561,0.0549,0.0549,0.0529,0.4514,13.542,,
CESAR,RIO DE ORO,8.201070245,-73.48750127,POINT (-73.48750127 8.201070245),"GRAN TIERRA ENERGY COLOMBIA, LLC",LOS ANGELES,TISQUIRAMA B,0.0049,0.0126,0.0513,0.0658,0.068,0.067,0.0743,0.0554,0.3993,11.979,,
CESAR,RIO DE ORO,8.201070245,-73.48750127,POINT (-73.48750127 8.201070245),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,PIMIENTO,FORTUNA,0,0,0,0,0,0.002,0,0,0.002,0.06,,
CESAR,RIO DE ORO,8.201070245,-73.48750127,POINT (-73.48750127 8.201070245),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,TOTUMAL,FORTUNA,0.0666,0.1218,0.1534,0.1232,0.1242,0.0529,0.0915,0.0879,0.8215,24.645,,
CESAR,SAN ALBERTO,7.769815987,-73.47218888,POINT (-73.47218888 7.769815987),"GRAN TIERRA ENERGY COLOMBIA, LLC",SANTA LUCÍA,TISQUIRAMA-A,0,0,0,0,0,0.0007,0.0038,0.0036,0.0081,0.243,,
CESAR,SAN MARTÍN,7.937788454,-73.54436312,POINT (-73.54436312 7.937788454),"GRAN TIERRA ENERGY COLOMBIA, LLC",ACORDIONERO,MIDAS,2.6829,3.3383,4.3374,4.8285,4.1122,4.652,4.3644,4.254,32.5697,977.091,,
CESAR,SAN MARTÍN,7.937788454,-73.54436312,POINT (-73.54436312 7.937788454),ECOPETROL S.A.,SAN ROQUE,TISQUIRAMA-C,0.7594,0.421,0.4595,0.4575,0.4468,0.4417,0.4488,0.4042,3.8389,115.167,,
CESAR,SAN MARTÍN,7.937788454,-73.54436312,POINT (-73.54436312 7.937788454),ECOPETROL S.A.,TISQUIRAMA,TISQUIRAMA-C,0.9677,0.9285,0.8302,0.812,0.7859,0.7652,0.6805,0.4997,6.2697,188.091,,
CORDOBA,PUEBLO NUEVO,8.481339568,-75.40516154,POINT (-75.40516154 8.481339568),HOCOL S.A.,ARRECIFE,VIM 8,4.2023,3.5855,3.6537,3.2361,2.9677,3.2787,3.6185,4.0009,28.5434,856.302,,
CORDOBA,PUEBLO NUEVO,8.481339568,-75.40516154,POINT (-75.40516154 8.481339568),CANACOL ENERGY COLOMBIA SAS,BREVA,VIM 21,2.3446,0.6696,1.2408,1.419,1.1239,1.4751,1.0418,0.9522,10.267,308.01,,
CORDOBA,PUEBLO NUEVO,8.481339568,-75.40516154,POINT (-75.40516154 8.481339568),CANACOL ENERGY COLOMBIA SAS,NELSON,ESPERANZA,50.7951,54.0669,48.9059,40.2116,42.7589,48.592,51.5897,49.7507,386.6708,11600.124,,
CORDOBA,PUEBLO NUEVO,8.481339568,-75.40516154,POINT (-75.40516154 8.481339568),CANACOL ENERGY COLOMBIA SAS,PALMER,ESPERANZA,9.2552,10.1403,9.5684,9.8578,8.0345,7.3062,6.7711,5.9462,66.8797,2006.391,,
CORDOBA,PUEBLO NUEVO,8.481339568,-75.40516154,POINT (-75.40516154 8.481339568),CANACOL ENERGY COLOMBIA SAS,TORONJA,VIM 21,1.7326,1.5865,2.647,2.5616,1.1951,1.0749,1.1434,1.089,13.0301,390.903,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CANACOL ENERGY COLOMBIA SAS,AGUAS VIVAS,VIM 21,0,0,0,0,0,5.6431,15.1286,23.1647,43.9364,1318.092,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CANACOL ENERGY COLOMBIA SAS,ARANDALA,VIM 21,3.7593,8.639,7.7022,7.1349,5.845,4.0423,3.5574,2.6072,43.2873,1298.619,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CANACOL ENERGY COLOMBIA SAS,ARIANNA,ESPERANZA,0.0011,0,0,0,0,0,0,0,0.0011,0.033,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CANACOL ENERGY COLOMBIA SAS,CAÑAFLECHA,ESPERANZA,0,0,0,0,0,0,0.0177,0,0.0177,0.531,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CANACOL ENERGY COLOMBIA SAS,CAÑAHUATE,ESPERANZA,0,0,0.0401,0.2393,0.8508,7.8084,5.9402,4.284,19.1628,574.884,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CNE OIL & GAS S A S,CLARINETE,VIM 5,52.1995,53.7177,47.3435,48.6036,54.1315,44.4279,45.2124,44.1434,389.7795,11693.385,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CANACOL ENERGY COLOMBIA SAS,KATANA,ESPERANZA,0.3117,0.3092,0.0368,0.0003,0.0003,0,0,0,0.6583,19.749,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CNE OIL & GAS S A S,OBOE,VIM 5,0,0.1712,0.8592,2.1024,0.1993,0.0445,0.033,0.0922,3.5018,105.054,,
CUNDINAMARCA,GUADUAS,5.173554764,-74.64014651,POINT (-74.64014651 5.173554764),Frontera Energy Colombia Corp Sucursal Colombia,GUADUAS,DINDAL,0.5827,0.4057,0.1796,0,0,0,0,0,1.168,35.04,,
CUNDINAMARCA,PULI,4.691336253,-74.68074404,POINT (-74.68074404 4.691336253),HOCOL S.A.,PULI,PULI,0.0403,0.2206,0.1936,0.0509,0.0328,0,0,0.0554,0.5936,17.808,,
GUAJIRA,MANAURE,11.60554263,-72.57160392,POINT (-72.57160392 11.60554263),HOCOL S.A.,BALLENA,GUAJIRA,19.8849,22.613,22.1944,22.4139,20.4246,21.5203,21.9141,20.4651,171.4303,5142.909,,
GUAJIRA,MANAURE,11.60554263,-72.57160392,POINT (-72.57160392 11.60554263),HOCOL S.A.,CHUCHUPA,GUAJIRA,109.6045,110.0733,106.1889,107.9446,103.6648,101.4952,101.2839,104.5529,844.8081,25344.243,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,ARRAYÁN,PIJAO-POTRERILLO,0.0852,0.08,0.074,0.0953,0.0773,0.0876,0.0866,0.0843,0.6703,20.109,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,BALCÓN,PALERMO,0.3457,0.3431,0.2578,0.3234,0.3462,0.3409,0.3401,0.3086,2.6058,78.174,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,BRISAS,PIJAO-POTRERILLO,0.0376,0.0373,0.0268,0.0302,0.0342,0.0329,0.0289,0.0361,0.264,7.92,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,DINA CRETÁCEOS,PIJAO-POTRERILLO,0.2597,0.2662,0.2553,0.256,0.3171,0.3099,0.3175,0.2922,2.2739,68.217,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,DINA NORTE,PIJAO-POTRERILLO,0.1914,0.1896,0.2225,0.2281,0.2267,0.1864,0.1584,0.1743,1.5774,47.322,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,DINA TERCIARIOS,PIJAO-POTRERILLO,1.0302,1.1534,1.1766,1.1692,1.2128,1.2166,1.2664,1.2602,9.4854,284.562,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,TEMPRANILLO,PIJAO-POTRERILLO,0.2619,0.2864,0.2684,0.2536,0.2654,0.245,0.2667,0.2599,2.1073,63.219,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,TEMPRANILLO NORTE,PIJAO-POTRERILLO,0.1758,0.1891,0.1631,0.2063,0.2381,0.2084,0.2065,0.1809,1.5682,47.046,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,TENAY,PIJAO-POTRERILLO,0.5994,0.6955,0.4791,0.6459,0.6529,0.6423,0.6262,0.6148,4.9561,148.683,,
HUILA,GARZON,2.172441496,-75.57131243,POINT (-75.57131243 2.172441496),EMERALD ENERGY PLC SUCURSAL COLOMBIA,GIGANTE,MATAMBO,0.5528,0.6109,0.5642,0.5874,0.5463,0.4678,0.5145,0.5254,4.3693,131.079,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,CEBÚ,PIJAO-POTRERILLO,0.0195,0.0218,0.02,0.042,0.0822,0.0325,0.0103,0.0117,0.24,7.2,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,ESPINO,CAGUAN,0.0055,0.0028,0.0019,0.0018,0.0018,0.0019,0.0047,0.0121,0.0325,0.975,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,PALOGRANDE,PIJAO-POTRERILLO,0.1177,0.1376,0.1113,0.1105,0.094,0.1387,0.1574,0.1488,1.016,30.48,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,PALOGRANDE HONDA,PIJAO-POTRERILLO,0.0247,0.0274,0.0256,0.0345,0.0405,0.1004,0.098,0.0488,0.3999,11.997,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,PIJAO POTRERILLO,PIJAO-POTRERILLO,0.0336,0.0176,0.0092,0.0252,0.015,0.0209,0.027,0.0153,0.1638,4.914,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,RIO CEIBAS,CAGUAN,1.4077,1.425,1.2463,1.2122,1.2725,1.0275,0.9972,1.0716,9.66,289.8,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,SAN FRANCISCO,PALERMO,1.8964,1.732,1.6911,1.7259,1.7672,1.6383,1.6757,1.8659,13.9925,419.775,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,TELLO,CAMPOS TELLO Y LA JAGUA,0.9674,0.9626,0.9145,0.98,0.9259,1.0083,1.0263,0.9949,7.7799,233.397,,
HUILA,PAICOL,2.40689827,-75.72803027,POINT (-75.72803027 2.40689827),HOCOL S.A.,LA CAÑADA NORTE,RIO PAEZZ,2.8429,2.9317,3.0298,2.9792,1.5371,2.5909,2.6487,2.6757,21.236,637.08,,
HUILA,PALERMO,2.914491967,-75.44066118,POINT (-75.44066118 2.914491967),ECOPETROL S.A.,PALERMO,PALERMO,0.0423,0.0332,0.0143,0.011,0.0135,0.0339,0.0228,0.0157,0.1867,5.601,,
HUILA,PALERMO,2.914491967,-75.44066118,POINT (-75.44066118 2.914491967),ECOPETROL S.A.,SAN FRANCISCO,PALERMO,0.9134,0.9515,0.9272,0.8917,0.8584,0.8991,0.9236,0.8977,7.2626,217.878,,
HUILA,PALERMO,2.914491967,-75.44066118,POINT (-75.44066118 2.914491967),ECOPETROL S.A.,SANTA CLARA,SANTA CLARA,0.3546,0.297,0.2729,0.2899,0.2084,0.1694,0.1763,0.3211,2.0896,62.688,,
HUILA,TESALIA,2.526855132,-75.68259642,POINT (-75.68259642 2.526855132),HOCOL S.A.,LA HOCHA,RIO PAEZ,0.5866,0.5832,0.5579,0.5225,0.513,0.5206,0.4791,0.4967,4.2596,127.788,,
HUILA,VILLAVIEJA,3.287057875,-75.13838292,POINT (-75.13838292 3.287057875),ECOPETROL S.A.,LOMA LARGA,PIJAO-POTRERILLO,0.0314,0.0344,0.0353,0.0487,0.0615,0.0583,0.0571,0.0691,0.3958,11.874,,
HUILA,YAGUARA,2.646563339,-75.51592645,POINT (-75.51592645 2.646563339),ECOPETROL S.A.,YAGUARA,HOBO,0.6948,0.7617,0.795,0.7823,0.7711,0.8452,0.8775,0.9042,6.4318,192.954,,
MAGDALENA,ARIGUANI,9.834264955,-74.08460085,POINT (-74.08460085 9.834264955),PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,EL DIFÍCIL,EL DIFÍCIL,9.7868,9.585,9.4922,9.3071,9.2147,9.0142,6.805,8.7558,71.9608,2158.824,,
MAGDALENA,ARIGUANI,9.834264955,-74.08460085,POINT (-74.08460085 9.834264955),PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,MANDINGA,EL DIFÍCIL,0.0352,0,0,0,0,0,0.0029,0,0.0381,1.143,,
MAGDALENA,PLATO,9.76945611,-74.60181576,POINT (-74.60181576 9.76945611),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LA BELLEZA,VIM 1,0,0,3.5805,4.4237,0,0,0,0,8.0042,240.126,,
META,ACACIAS,3.943383008,-73.57135162,POINT (-73.57135162 3.943383008),ECOPETROL S.A.,AKACIAS,CPO 9,0.6494,0.6701,0.6419,0.6556,0.5715,0.5757,0.5252,0.6294,4.9188,147.564,,
META,ACACIAS,3.943383008,-73.57135162,POINT (-73.57135162 3.943383008),ECOPETROL S.A.,CHICHIMENE,CUBARRAL,4.9491,5.7125,5.5109,5.3472,5.9252,5.6342,4.3227,4.1602,41.562,1246.86,,
META,BARRANCA DE UPIA,4.519076127,-72.99548981,POINT (-72.99548981 4.519076127),Frontera Energy Colombia Corp Sucursal Colombia,CORCEL A,CORCEL,0.0902,0.1003,0.1029,0.101,0.1076,0.1072,0.108,0.079,0.7962,23.886,,
META,BARRANCA DE UPIA,4.519076127,-72.99548981,POINT (-72.99548981 4.519076127),Frontera Energy Colombia Corp Sucursal Colombia,CORCEL C,CORCEL,0,0.02,0.0573,0.057,0.0521,0.0505,0.0501,0.0412,0.3282,9.846,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,CANDELILLA,GUATIQUIA,0.0766,0.0793,0.0801,0.0664,0.057,0.0528,0.0496,0.0482,0.51,15.3,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,CEIBO,GUATIQUIA,0.814,0.8197,0.8373,0.8661,0.8413,0.8622,0.826,0.8265,6.6931,200.793,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,COBRA,CORCEL,0.0048,0.0065,0.0063,0.0066,0.0156,0.0171,0.0162,0.0203,0.0934,2.802,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,Coralillo,GUATIQUIA,0.0632,0.054,0,0,0,0,0,0,0.1172,3.516,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,CORCEL D,CORCEL,0,0,0,0,0,0,0,0.0011,0.0011,0.033,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,CORCEL E,CORCEL,0.041,0.0704,0.0752,0.0714,0.0625,0.0633,0.069,0.0595,0.5123,15.369,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,INDICO,CPO 5,0.0646,0.0832,0.0879,0.0887,0.0483,0.075,0.0767,0.0758,0.6002,18.006,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,MARIPOSA,CPO 5,0.0641,0.0844,0.0791,0.0729,0.047,0.0537,0.0573,0.0628,0.5213,15.639,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,YATAY,GUATIQUIA,0,0,0.0549,0.0321,0.0584,0.0599,0.0569,0.0697,0.3319,9.957,,
META,GUAMAL,3.947775585,-73.95983864,POINT (-73.95983864 3.947775585),ECOPETROL S.A.,CHICHIMENE SW,CUBARRAL,0.1605,0.1271,0.0785,0.1823,0.1544,0.1387,0.1166,0.114,1.0721,32.163,,
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA SUR A,CARACARA,0.2446,0.2414,0.228,0.2391,0.2248,0.2085,0.2317,0.2369,1.855,55.65,,
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA SUR B Y C,CARACARA,0.0756,0.074,0.0797,0.0735,0.0699,0.0719,0.0688,0.0711,0.5845,17.535,,
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),HOCOL S.A.,GUARROJO,GUARROJO,0.0046,0.0047,0.0042,0.0038,0.0037,0.0037,0.0034,0.003,0.0311,0.933,,
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),HOCOL S.A.,OCELOTE,GUARROJO,0.3164,0.3062,0.3106,0.2871,0.2772,0.2583,0.2655,0.268,2.2893,68.679,,
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),HOCOL S.A.,PINTADO,GUARROJO,0.2077,0.2219,0.2037,0.2208,0.226,0.2335,0.2413,0.2442,1.7991,53.973,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY,APIAY,0.3556,0.3585,0.2911,0.2573,0.2333,0.3709,0.3818,0.3213,2.5698,77.094,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY ESTE,APIAY,0.1788,0.1712,0.1316,0.1308,0.1177,0.1175,0.1323,0.1228,1.1027,33.081,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,AUSTRAL,APIAY,0.1803,0.2816,0.2627,0.1129,0.1189,0.1442,0.1503,0.1162,1.3671,41.013,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,GAVAN,APIAY,0.1647,0.155,0.1576,0.1496,0.1708,0.3393,0.4307,0.2556,1.8233,54.699,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,GUATIQUIA,APIAY,2.7411,2.4573,2.1776,1.9689,1.4509,1.4533,1.5458,1.5947,15.3896,461.688,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,LA REFORMA,APIAY,0,0,0,0,0.0045,0.0227,0,0,0.0272,0.816,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,LIBERTAD NORTE,APIAY,0.4044,0.4587,0.5066,0.1742,0.2164,0.2009,0.1418,0.1521,2.2551,67.653,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,POMPEYA,APIAY,0.0502,0.1354,0.057,0.0578,0.0586,0.0619,0.0284,0.0055,0.4548,13.644,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,SURIA,APIAY,4.3111,3.8685,3.5333,3.4097,3.8834,4.3757,4.7415,4.3253,32.4485,973.455,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,SURIA SUR,APIAY,1.2693,1.4932,1.3136,1.6691,1.9566,2.1111,1.6467,1.4068,12.8664,385.992,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,TANANE,APIAY,0.2176,0.1208,0.1989,0.1354,0.0963,0.096,0.1373,0.1477,1.15,34.5,,
NARIÑO,IPIALES,0.497708465,-77.24047625,POINT (-77.24047625 0.497708465),ECOPETROL S.A.,SUCUMBIOS,AREA OCCIDENTAL,0.2462,0,0,0,0,0,0,0,0.2462,7.386,,
NORTE DE SANTANDER,CUCUTA,8.112041811,-72.48862641,POINT (-72.48862641 8.112041811),PETROSOUTH ENERGY CORPORATION SUCURSAL COLOMBIA,CERRITO,CERRITO,0.2446,0.2734,0.2562,0.2262,0.2243,0.2358,0.2545,0.2969,2.0119,60.357,,
NORTE DE SANTANDER,CUCUTA,8.112041811,-72.48862641,POINT (-72.48862641 8.112041811),ECOPETROL S.A.,ORIPAYA,URIBANTE,3.3396,3.3422,3.2082,3.1322,3.2494,3.2449,2.9627,3.2435,25.7227,771.681,,
NORTE DE SANTANDER,CUCUTA,8.112041811,-72.48862641,POINT (-72.48862641 8.112041811),Iberoamericana de Hidrocarburos CQ Exploración y Producción S.A.S.,RIO ZULIA,RIO ZULIA,0.2847,0.2816,0.2822,0.2843,0.2899,0.2654,0.2732,0.278,2.2393,67.179,,
NORTE DE SANTANDER,CUCUTA,8.112041811,-72.48862641,POINT (-72.48862641 8.112041811),PETROSOUTH ENERGY CORPORATION SUCURSAL COLOMBIA,T-BURNS,CERRITO,0.0011,0.0021,0.0028,0.0016,0.0014,0.0013,0.0016,0.0016,0.0135,0.405,,
NORTE DE SANTANDER,SARDINATA,8.215080767,-72.79580961,POINT (-72.79580961 8.215080767),WATTLE PETROLEUM COMPANY S.A.S,CERRO GORDO,CARBONERA,0,0,0.0074,0,0,0,0,0,0.0074,0.222,,
NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),ECOPETROL S.A.,SARDINATA,TIBU,0.1371,0.1674,0.1483,0.087,0.1004,0.0729,0.0956,0.1382,0.9469,28.407,,
NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),ECOPETROL S.A.,TIBÚ,TIBU,1.0824,0.7843,1.135,0.9989,1.0342,1.0298,1.1094,1.1383,8.3123,249.369,,
NORTE DE SANTANDER,TOLEDO,7.225864961,-72.30593418,POINT (-72.30593418 7.225864961),ECOPETROL S.A.,GIBRALTAR,SIRIRI,42.0432,42.273,42.1479,36.5747,40.1405,40.5596,30.7334,1.1232,275.5955,8267.865,,
PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),"GRAN TIERRA ENERGY COLOMBIA, LLC",MOQUETA,CHAZA,0.3238,0.318,0.2741,0.3291,0.2983,0.1107,0.3757,0.3591,2.3888,71.664,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,CARIBE,AREA OCCIDENTAL,0,0,0,0,0,0,0,0.3577,0.3577,10.731,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,CARIBE,AREA OCCIDENTAL,0.4268,0.4671,0.3744,0.3512,0.2917,0.3061,0.3816,0,2.5989,77.967,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,CHURUYACO,AREA OCCIDENTAL,0,0,0,0,0,0,0,0.2145,0.2145,6.435,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,CHURUYACO,AREA OCCIDENTAL,0.4062,0.3331,0.1519,0.1727,0.0526,0.1142,0.3422,0,1.5729,47.187,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),"GRAN TIERRA ENERGY COLOMBIA, LLC",NANCY,NANCY-BURDINE-MAXINE,0.0399,0.0424,0.0442,0.0493,0.0107,0.0055,0.0511,0.0484,0.2915,8.745,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,ORITO,ORITO,2.2239,2.0369,2.1394,2.0852,1.6483,1.9475,1.6417,1.5607,15.2836,458.508,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,QURIYANA,AREA OCCIDENTAL,0,0.0944,0.4541,0.3394,0.0624,0.0991,0.3399,0.6321,2.0214,60.642,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,SAN ANTONIO,AREA OCCIDENTAL,0,0,0,0,0,0,0,0.005,0.005,0.15,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,SAN ANTONIO,AREA OCCIDENTAL,0,0,0,0.002,0.0003,0.0006,0.0031,0,0.006,0.18,,
